Time [s],Gauge Pressure,Inspiratory differenrtial pressure,Expiratory differenrtial pressure
0,10224,8178,8185
0.00200099999999992,10227,8178,8182
0.00477099999999986,10224,8178,8185
0.0235649999999996,10227,8178,8187
0.0306049999999995,10221,8178,8185
0.0318719999999999,10221,8178,8182
0.0404809999999998,10221,8178,8182
0.051965,10215,8175,8182
0.0581259999999997,10215,8175,8185
0.069191,10212,8178,8182
0.07972,10209,8175,8182
0.0885049999999996,10207,8175,8182
0.0988619999999996,10204,8175,8182
0.110203,10204,8175,8185
0.119161,10201,8175,8185
0.130720999999999,10196,8175,8185
0.139696,10193,8175,8182
0.151371,10193,8175,8185
0.160056,10190,8178,8185
0.171869,10190,8178,8182
0.180607,10185,8178,8182
0.19124,10177,8178,8185
0.199789,10180,8178,8185
0.210988,10177,8178,8182
0.219228,10177,8178,8185
0.228096,10174,8178,8185
0.241576,10174,8175,8182
0.24799,10168,8178,8185
0.258974,10168,8178,8182
0.269932,10165,8178,8182
0.278809,10162,8178,8182
0.289617,10154,8178,8185
0.301149,10154,8178,8182
0.30946,10149,8178,8182
0.318496,10141,8178,8185
0.329774,10138,8178,8185
0.338887,10133,8178,8185
0.350613,10126,8178,8182
0.359169,10118,8178,8182
0.370436,10118,8175,8185
0.378614,10112,8175,8182
0.390085,10106,8175,8182
0.398645999999999,10101,8175,8182
0.41008,10093,8175,8182
0.418763,10090,8178,8185
0.430512,10076,8175,8180
0.439646,10076,8175,8180
0.450813999999999,10076,8175,8182
0.459859,10068,8175,8182
0.471075,10063,8181,8185
0.48013,10055,8181,8182
0.488799,10052,8181,8185
0.4979,10047,8181,8182
0.511509,10041,8181,8182
0.52042,10039,8181,8182
0.529484999999999,10031,8181,8182
0.538594,10031,8181,8185
0.550302,10028,8181,8182
0.559126,10020,8181,8180
0.570226,10020,8181,8185
0.579226999999999,10018,8178,8182
0.590897,10012,8178,8185
0.600004,10009,8178,8185
0.608381,10001,8178,8180
0.617359,9999,8178,8182
0.628508,9990,8178,8182
0.639877,9985,8178,8185
0.651458,9980,8178,8180
0.657913000000001,9973,8178,8182
0.669449,9965,8178,8182
0.680096000000001,9957,8178,8182
0.688796,9954,8178,8185
0.700443,9949,8178,8182
0.708349999999999,9940,8178,8182
0.720001999999999,9937,8178,8182
0.728260000000001,9929,8178,8182
0.739521999999999,9921,8178,8182
0.748143000000001,9918,8178,8185
0.757263,9909,8178,8182
0.770446999999999,9906,8178,8182
0.776419000000001,9898,8175,8185
0.790431,9893,8175,8180
0.799097,9890,8175,8182
0.81077,9887,8175,8182
0.816815,9876,8175,8182
0.827878999999999,9871,8175,8182
0.836048999999999,9871,8175,8182
0.848424,9866,8175,8180
0.875284000000001,9860,8175,8182
0.875666000000001,9858,8175,8182
0.875913000000001,9852,8175,8185
0.889595,9842,8178,8182
0.897423,9842,8178,8182
0.908642,9837,8178,8182
0.919819,9831,8178,8182
