Time [s],Pressure [cmH2O],Flow [L/s],V_tidal [L],Inspiratory Indicies,Weight [kg]
0,-4.34483610855142,0.926584284847131,0,997,78
0.01,-4.24828419502805,0.926584284847131,0.00926584284847131,1921,0
0.02,-4.16246027189617,0.926584284847131,0.0185316856969426,2899,0
0.03,-4.4306600316833,0.939356427165001,0.0278613892570033,0,0
0.04,-4.28046816620251,0.926584284847131,0.0371910928170639,0,0
0.05,-4.34483610855142,0.926584284847131,0.0464569356655352,0,0
0.06,-4.46284400285775,0.958195485144855,0.0558808345154952,0,0
0.07,-4.46284400285775,1.00671089647132,0.0657053664235761,0,0
0.08,-4.4306600316833,0.926584284847131,0.0753718423301683,0,0
0.09,-4.30192414698548,0.926584284847131,0.0846376851786396,0,0
0.1,-4.37702007972587,0.89385585308782,0.0937398858683144,0,0
0.11,-4.16246027189617,0.976671223210643,0.103092521249807,0,0
0.12,-4.16246027189617,0.880423889821731,0.112377996814969,0,0
0.13,-4.2161002238536,0.87363046856412,0.121148268606898,0,0
0.14,-4.2161002238536,0.945677813751311,0.130244810018475,0,0
0.15,-4.16246027189617,0.926584284847131,0.139606120511467,0,0
0.16,-4.16246027189617,0.89385585308782,0.148708321201142,0,0
0.17,-4.19464424307063,0.926584284847131,0.157810521890817,0,0
0.18,-3.94790046406647,0.907088940749406,0.166978888018799,0,0
0.19,-3.89426051210905,0.913633611791479,0.176082500781504,0,0
0.2,-4.16246027189617,0.859882628777345,0.184950081984348,0,0
0.21,-4.07663634876429,0.87363046856412,0.193617647471055,0,0
0.22,-4.04445237758984,0.945677813751311,0.202714188882632,0,0
0.23,-3.91571649289202,0.926584284847131,0.212075499375625,0,0
0.24,-3.99081242563241,0.907088940749406,0.221243865503607,0,0
0.25,-3.79770859858569,0.89385585308782,0.230248589472793,0,0
0.26,-3.74406864662826,0.926584284847131,0.239350790162468,0,0
0.27,-4.04445237758984,0.880423889821731,0.248385831035812,0,0
0.28,-3.99081242563241,0.907088940749406,0.257323395188668,0,0
0.29,-4.16246027189617,0.913633611791479,0.266427007951373,0,0
0.3,-4.16246027189617,0.926584284847131,0.275628097434566,0,0
0.31,-3.94790046406647,0.907088940749406,0.284796463562548,0,0
0.32,-4.19464424307063,0.89385585308782,0.293801187531734,0,0
0.33,-3.79770859858569,0.913633611791479,0.302838634856131,0,0
0.34,-3.91571649289202,0.958195485144855,0.312197780340813,0,0
0.35,-4.19464424307063,0.926584284847131,0.321621679190773,0,0
0.36,-4.04445237758984,0.907088940749406,0.330790045318755,0,0
0.37,-3.91571649289202,0.89385585308782,0.339794769287941,0,0
0.38,-3.91571649289202,0.907088940749406,0.348799493257127,0,0
0.39,-4.10882031993875,0.89385585308782,0.357804217226314,0,0
0.4,-3.99081242563241,0.89385585308782,0.366742775757192,0,0
0.41,-4.16246027189617,0.880423889821731,0.37561417447174,0,0
0.42,-4.16246027189617,0.87363046856412,0.384384446263669,0,0
0.43,-4.16246027189617,0.945677813751311,0.393480987675246,0,0
0.44,-4.10882031993875,0.913633611791479,0.40277754480296,0,0
0.45,-4.10882031993875,0.970551723548267,0.412198471479659,0,0
0.46,-4.16246027189617,0.976671223210643,0.421934586213453,0,0
0.47,-4.10882031993875,0.859882628777345,0.431117355473393,0,0
0.48,-4.2161002238536,0.89385585308782,0.439886047882719,0,0
0.49,-4.16246027189617,0.945677813751311,0.449083716216915,0,0
0.5,-4.10882031993875,0.913633611791479,0.458380273344628,0,0
0.51,-3.94790046406647,0.907088940749406,0.467483886107333,0,0
0.52,-4.01226840641538,0.880423889821731,0.476421450260189,0,0
0.53,-4.01226840641538,0.907088940749406,0.485359014413044,0,0
0.54,-4.07663634876429,0.89385585308782,0.49436373838223,0,0
0.55,-4.07663634876429,0.945677813751311,0.503561406716426,0,0
0.56,-3.94790046406647,0.958195485144855,0.513080773210907,0,0
0.57,-4.13027630072172,0.913633611791479,0.522439918695588,0,0
0.58,-4.04445237758984,0.913633611791479,0.531576254813503,0,0
0.59,-4.10882031993875,0.926584284847131,0.540777344296696,0,0
0.6,-4.19464424307063,0.913633611791479,0.549978433779889,0,0
0.61,-4.34483610855142,0.926584284847131,0.559179523263083,0,0
0.62,-4.16246027189617,0.913633611791479,0.568380612746276,0,0
0.63,-3.89426051210905,0.880423889821731,0.577350900254342,0,0
0.64,-4.16246027189617,0.87363046856412,0.586121172046271,0,0
0.65,-4.16246027189617,0.926584284847131,0.595122245813327,0,0
0.66,-4.10882031993875,0.913633611791479,0.60432333529652,0,0
0.67,-3.77625261780272,0.87363046856412,0.613259655698298,0,0
0.68,-3.77625261780272,0.852925615225487,0.621892436117246,0,0
0.69,-3.5724208003645,0.87363046856412,0.630525216536194,0,0
0.7,-3.48659687723262,0.824510754597369,0.639015922652002,0,0
0.71,-3.5724208003645,0.748770781210172,0.646882330331039,0,0
0.72,-3.33640501175183,0.802539652572341,0.654638882499952,0,0
0.73,-3.33640501175183,0.809929579726655,0.662701228661447,0,0
0.74,-3.18621314627104,0.802539652572341,0.670763574822942,0,0
0.75,-3.25058108861995,0.802539652572341,0.678788971348665,0,0
0.76,-3.28276505979441,0.787551797420593,0.68673942859863,0,0
0.77,-3.15402917509659,0.724506447382148,0.694299719822644,0,0
0.78,-3.03602128079025,0.764519288915994,0.701744848504134,0,0
0.79,-3.0038373096158,0.740770985277385,0.709271299875101,0,0
0.8,-2.90728539609243,0.764519288915994,0.716797751246068,0,0
0.81,-3.0038373096158,0.764519288915994,0.724442944135228,0,0
0.82,-2.82146147296055,0.699400816272409,0.73176254466117,0,0
0.83,-2.85364544413501,0.724506447382148,0.738882080979443,0,0
0.84,-2.7892775017861,0.699400816272409,0.746001617297716,0,0
0.85,-2.82146147296055,0.682150600287053,0.752909374380513,0,0
0.86,-2.73563754982867,0.664452692929647,0.759642390846596,0,0
0.87,-2.64981362669679,0.682150600287053,0.76637540731268,0,0
0.88,-2.58544568434788,0.636984529361327,0.772971082960922,0,0
0.89,-2.47816578043303,0.636984529361327,0.779340928254535,0,0
0.9,-2.58544568434788,0.636984529361327,0.785710773548148,0,0
0.91,-2.41379783808412,0.617994522884422,0.791985668809377,0,0
0.92,-2.47816578043303,0.636984529361327,0.798260564070606,0,0
0.93,-2.32797391495224,0.636984529361327,0.804630409364219,0,0
0.94,-2.41379783808412,0.608277239546148,0.810856718208756,0,0
0.95,-2.24214999182036,0.588361402387474,0.816839911418425,0,0
0.96,-2.02759018399066,0.578146270120367,0.822672449780964,0,0
0.97,-1.98467822242472,0.524092509799345,0.828183643680562,0,0
0.98,-1.89885429929284,0.557154421434099,0.833589878336729,0,0
0.99,-1.81303037616096,0.524092509799345,0.838996112992897,0,0
1,-1.6413825298972,0.500840192573689,0.844120776504762,0,0
1.01,-1.46973468363344,0.46378099141886,0.848943882424725,0,0
1.02,-1.23371889502077,0.423491106761017,0.853380242915624,0,0
1.03,-0.922607173667709,0.30972973113479,0.857046347105103,0,0
1.04,-0.750959327403949,0.245325122751503,0.859821621374534,0,0
1.05,-0.547127509965734,0.111894124921677,0.8616077176129,0,0
1.06,-0.396935644484945,-0.152406677359627,0.86140515485071,0,0
1.07,-0.25747176939564,-0.242849512660806,0.859428873900608,0,0
1.08,-0.139463875089305,-0.242849512660806,0.857000378774,0,0
1.09,-0.0429119615659399,-0.242849512660806,0.854571883647392,0,0
1.1,0,-0.187466864989695,0.85242030175914,0,0
1.11,0.17164784626376,-0.242849512660806,0.850268719870887,0,0
1.12,0.289655740570095,-0.187466864989695,0.848117137982635,0,0
1.13,0.439847606050884,0.19066293693981,0.848133118342385,0,0
1.14,0.525671529182764,0.0245818027557917,0.849209342040863,0,0
1.15,0.643679423489099,0.19066293693981,0.850285565739341,0,0
1.16,0.729503346620979,0.19066293693981,0.85219219510874,0,0
1.17,0.783143298578404,0.19066293693981,0.854098824478138,0,0
1.18,0.868967221710284,0.0245818027557917,0.855175048176616,0,0
1.19,0.933335164059194,0.0245818027557917,0.855420866204174,0,0
1.2,0.976247125625134,-0.152406677359627,0.854781741831155,0,0
1.21,0.976247125625134,0.0245818027557917,0.854142617458135,0,0
1.22,1.02988707758256,0.0245818027557917,0.854388435485693,0,0
1.23,1.11571100071444,-0.152406677359627,0.853749311112674,0,0
1.24,1.14789497188889,-0.152406677359627,0.852225244339078,0,0
1.25,1.16935095267186,0.0245818027557917,0.851586119966059,0,0
1.26,1.20153492384632,0.0245818027557917,0.851831937993617,0,0
1.27,1.20153492384632,0.19066293693981,0.852908161692095,0,0
1.28,1.23371889502077,0.0245818027557917,0.853984385390573,0,0
1.29,1.23371889502077,-0.152406677359627,0.853345261017554,0,0
1.3,1.2873588469782,-0.152406677359627,0.851821194243957,0,0
1.31,1.35172678932711,-0.152406677359627,0.850297127470361,0,0
1.32,1.43755071245899,-0.152406677359627,0.848773060696765,0,0
1.33,1.55555860676532,0.111894124921677,0.848570497934575,0,0
1.34,1.69502248185463,0.111894124921677,0.849689439183792,0,0
1.35,1.81303037616096,-0.152406677359627,0.849486876421602,0,0
1.36,1.98467822242472,0.111894124921677,0.849284313659412,0,0
1.37,2.12414209751403,-0.152406677359627,0.849081750897222,0,0
1.38,2.27433396299482,-0.152406677359627,0.847557684123626,0,0
1.39,2.38161386690967,-0.152406677359627,0.84603361735003,0,0
1.4,2.53180573239046,-0.152406677359627,0.844509550576434,0,0
1.41,2.73563754982867,-0.152406677359627,0.842985483802837,0,0
1.42,2.90728539609243,-0.152406677359627,0.841461417029241,0,0
1.43,3.04674927118174,-0.152406677359627,0.839937350255645,0,0
1.44,3.07893324235619,-0.152406677359627,0.838413283482048,0,0
1.45,3.13257319431362,0.111894124921677,0.838210720719859,0,0
1.46,3.19694113666253,0.19066293693981,0.839723506029166,0,0
1.47,3.16475716548807,-0.152406677359627,0.839914787327067,0,0
1.48,3.16475716548807,-0.152406677359627,0.838390720553471,0,0
1.49,3.16475716548807,-0.152406677359627,0.836866653779874,0,0
1.5,3.19694113666253,-0.152406677359627,0.835342587006278,0,0
1.51,3.16475716548807,-0.152406677359627,0.833818520232682,0,0
1.52,3.19694113666253,-0.152406677359627,0.832294453459085,0,0
1.53,3.10038922313916,-0.216932836689902,0.830447755888838,0,0
1.54,3.2183971174455,-0.216932836689902,0.828278427521939,0,0
1.55,3.36858898292629,-0.287763698423059,0.825754944846374,0,0
1.56,3.5724208003645,-0.344319672144806,0.822594527993535,0,0
1.57,4.0015404160239,-0.152406677359627,0.820110896246013,0,0
1.58,4.51648395481518,-0.152406677359627,0.818586829472416,0,0
1.59,4.94560357047458,0.111894124921677,0.818384266710226,0,0
1.6,5.35326720535101,-0.152406677359627,0.818181703948037,0,0
1.61,5.83602677296783,0.111894124921677,0.817979141185847,0,0
1.62,6.10422653275496,-0.152406677359627,0.817776578423657,0,0
1.63,6.54407413880584,-0.242849512660806,0.815800297473555,0,0
1.64,7.02683370642267,-0.152406677359627,0.813824016523453,0,0
1.65,7.47740930286504,-0.152406677359627,0.812299949749857,0,0
1.66,7.85288896656701,-0.152406677359627,0.81077588297626,0,0
1.67,8.17472867831156,-0.242849512660806,0.808799602026158,0,0
1.68,8.45365642849017,-0.152406677359627,0.806823321076056,0,0
1.69,8.71112819788581,-0.242849512660806,0.804847040125954,0,0
1.7,8.8613200633666,-0.152406677359627,0.802870759175852,0,0
1.71,9.01151192884739,-0.152406677359627,0.801346692402255,0,0
1.72,9.09733585197927,-0.242849512660806,0.799370411452153,0,0
1.73,9.17243178471966,-0.242849512660806,0.796941916325545,0,0
1.74,9.290439679026,-0.152406677359627,0.794965635375443,0,0
1.75,9.31189565980897,-0.152406677359627,0.793441568601847,0,0
1.76,9.46208752528976,-0.152406677359627,0.79191750182825,0,0
1.77,9.51572747724718,-0.152406677359627,0.790393435054654,0,0
1.78,9.60155140037906,0.111894124921677,0.790190872292464,0,0
1.79,9.66591934272797,-0.242849512660806,0.789536095353769,0,0
1.8,9.69810331390243,-0.287763698423059,0.786883029298349,0,0
1.81,9.78392723703431,-0.152406677359627,0.784682177419436,0,0
1.82,9.78392723703431,-0.242849512660806,0.782705896469334,0,0
1.83,9.83756718899173,-0.242849512660806,0.780277401342726,0,0
1.84,9.91266312173213,-0.152406677359627,0.778301120392624,0,0
1.85,9.9341191025151,-0.152406677359627,0.776777053619027,0,0
1.86,10.0092150352555,-0.152406677359627,0.775252986845431,0,0
1.87,10.0306710160385,-0.242849512660806,0.773276705895329,0,0
1.88,10.0950389583874,-0.216932836689902,0.770977794148575,0,0
1.89,10.1486789103448,-0.242849512660806,0.768678882401822,0,0
1.9,10.1808628815193,-0.152406677359627,0.76670260145172,0,0
1.91,10.2345028334767,-0.242849512660806,0.764726320501617,0,0
1.92,10.2666868046511,-0.152406677359627,0.762750039551515,0,0
1.93,10.2130468526937,-0.242849512660806,0.760773758601413,0,0
1.94,10.2130468526937,-0.152406677359627,0.758797477651311,0,0
1.95,10.2345028334767,0.111894124921677,0.758594914889121,0,0
1.96,10.3203267566086,-0.152406677359627,0.758392352126931,0,0
1.97,10.4168786701319,0.19066293693981,0.758583633424832,0,0
1.98,10.4383346509149,0.245325122751503,0.760763573723289,0,0
1.99,10.5027025932638,-0.152406677359627,0.761228165950248,0,0
2,10.5885265163957,0.111894124921677,0.761025603188058,0,0
2.01,10.6743504395276,0.19066293693981,0.762538388497366,0,0
2.02,10.727990391485,0.111894124921677,0.764051173806673,0,0
2.03,10.7923583338339,0.111894124921677,0.76517011505589,0,0
2.04,10.8674542665743,0.19066293693981,0.766682900365197,0,0
2.05,10.8996382377487,0.111894124921677,0.768195685674505,0,0
2.06,10.9318222089232,0.111894124921677,0.769314626923722,0,0
2.07,10.9854621608806,0.024581802755792,0.769997006562109,0,0
2.08,11.0176461320551,-0.242849512660806,0.768905668012584,0,0
2.09,11.103470055187,-0.242849512660806,0.766477172885976,0,0
2.1,11.1356540263614,-0.242849512660806,0.764048677759368,0,0
2.11,11.1892939783188,0.0245818027557917,0.762957339209843,0,0
2.12,11.2214779494933,-0.152406677359627,0.762318214836824,0,0
