Time [s],Pressure [cmH2O],Flow [L/s],V_tidal [L],Inspiratory Indicies,Weight [kg]
0,1.75939042420354,0.608277239546148,0,826,78
0.01,1.75939042420354,0.636984529361327,0.00622630884453737,1967,0
0.02,1.78084640498651,0.588361402387474,0.0123530385032814,0,0
0.03,1.84521434733542,0.557154421434099,0.0180806176223892,0,0
0.04,1.86667032811839,0.557154421434099,0.0236521618367302,0,0
0.05,1.98467822242472,0.557154421434099,0.0292237060510712,0,0
0.06,2.09195812633957,0.557154421434099,0.0347952502654122,0,0
0.07,2.15632606868848,0.557154421434099,0.0403667944797532,0,0
0.08,2.29578994377779,0.524092509799345,0.0457730291359204,0,0
0.09,2.32797391495224,0.500840192573689,0.0508976926477856,0,0
0.1,2.47816578043303,0.46378099141886,0.0557207985677483,0,0
0.11,2.53180573239046,0.437333680009823,0.0602263719248917,0,0
0.12,2.61762965552234,0.437333680009823,0.06459970872499,0,0
0.13,2.73563754982867,0.394350931500288,0.0687581317825405,0,0
0.14,2.85364544413501,0.394350931500288,0.0727016410975434,0,0
0.15,2.96092534804986,0.346070175946087,0.0764037466347753,0,0
0.16,3.07893324235619,0.30972973113479,0.0796827461701797,0,0
0.17,3.2183971174455,0.30972973113479,0.0827800434815276,0,0
0.18,3.40077295410074,0.245325122751503,0.0855553177509591,0,0
0.19,3.54023682919005,0.245325122751503,0.0880085689784741,0,0
0.2,3.71188467545381,0.024581802755792,0.0893581036060106,0,0
0.21,3.90498850250053,0.024581802755792,0.0896039216335685,0,0
0.22,4.11954831033023,-0.152406677359627,0.0889647972605493,0,0
0.23,4.31265213737696,-0.152406677359627,0.0874407304869531,0,0
0.24,4.54866792598963,-0.242849512660806,0.0854644495368509,0,0
0.25,4.75249974342785,-0.242849512660806,0.0830359544102428,0,0
0.26,5.00997151282349,-0.287763698423059,0.0803828883548235,0,0
0.27,5.55709902278922,-0.242849512660806,0.0777298222994042,0,0
0.28,5.6429229459211,-0.216932836689902,0.0754309105526507,0,0
0.29,6.10422653275496,-0.242849512660806,0.0731319988058971,0,0
0.3,6.39388227332505,-0.287763698423059,0.0704789327504778,0,0
0.31,6.72644997546109,-0.242849512660806,0.0678258666950585,0,0
0.32,6.99464973524821,-0.287763698423059,0.0651728006396392,0,0
0.33,7.23066552386088,-0.242849512660806,0.0625197345842199,0,0
0.34,7.4344973412991,-0.242849512660806,0.0600912394576118,0,0
0.35,7.58468920677988,-0.344319672144806,0.0571553935335837,0,0
0.36,7.7885210242181,-0.242849512660806,0.0542195476095557,0,0
0.37,8.06744877439671,-0.307772604848743,0.0514664370220079,0,0
0.38,8.23909662066047,-0.242849512660806,0.0487133264344602,0,0
0.39,8.45365642849017,-0.242849512660806,0.0462848313078521,0,0
0.4,8.71112819788581,-0.344319672144806,0.0433489853838241,0,0
0.41,8.89350403454105,-0.287763698423059,0.0401885685309848,0,0
0.42,9.0758798711963,-0.307772604848743,0.0372108870146258,0,0
0.43,9.25825570785154,-0.307772604848743,0.0341331609661383,0,0
0.44,9.37626360215788,-0.287763698423059,0.0311554794497793,0,0
0.45,9.51572747724718,-0.216932836689902,0.0286319967742145,0,0
0.46,9.69810331390243,-0.242849512660806,0.026333085027461,0,0
0.47,9.88047915055767,-0.216932836689902,0.0240341732807074,0,0
0.48,10.0628549872129,-0.242849512660806,0.0217352615339539,0,0
0.49,10.2345028334767,-0.152406677359627,0.0197589805838517,0,0
0.5,10.352510727783,-0.216932836689902,0.0179122830136041,0,0
0.51,10.4705186220893,-0.216932836689902,0.0157429546467051,0,0
0.52,10.6207104875701,-0.287763698423059,0.0132194719711402,0,0
0.53,10.7923583338339,-0.287763698423059,0.0103418349869097,0,0
0.54,10.9318222089232,-0.216932836689902,0.00781835231134485,0,0
0.55,11.0391021128381,-0.344319672144806,0.00501208976717131,0,0
0.56,11.1892939783188,-0.287763698423059,0.00185167291433199,0,0
0.57,11.3073018726252,-0.344319672144806,-0.00130874393850733,0,0
0.58,11.4253097669315,-0.344319672144806,-0.00475194065995539,0,0
0.59,11.5969576131953,-0.242849512660806,-0.00768778658398345,0,0
0.6,11.7256934978931,-0.287763698423059,-0.0103408526394028,0,0
0.61,11.8544293825909,-0.152406677359627,-0.0125417045183162,0,0
