Time [s],Pressure [cmH2O],Flow [L/s],V_tidal [L],Inspiratory Indicies,Weight [kg]
0,11.811517421025,0.19066293693981,0,508,84
0.01,11.2751179014507,0.19066293693981,0.0019066293693981,1154,0
0.02,10.6207104875701,0.0245818027557917,0.00298285306787611,2125,0
0.03,10.0092150352555,-0.152406677359627,0.00234372869485693,3380,0
0.04,9.290439679026,0.19066293693981,0.00253500999275784,0,0
0.05,8.48584039966462,0.19066293693981,0.00444163936215594,0,0
0.06,7.58468920677988,0.0245818027557917,0.00551786306063395,0,0
0.07,6.60844208115475,0.0245818027557917,0.00576368108819187,0,0
0.08,5.67510691709556,0.19066293693981,0.00683990478666988,0,0
0.09,4.69885979147042,0.0245818027557917,0.00791612848514789,0,0
0.1,3.69042869467084,0.0245818027557917,0.0081619465127058,0,0
0.11,2.76782152100313,0.19066293693981,0.00923817021118381,0,0
0.12,2.0705021455566,0.245325122751503,0.0114181105096404,0,0
0.13,1.37318277011008,0.346070175946087,0.0143750870031283,0,0
0.14,0.847511240927314,0.500840192573689,0.0186096388457272,0,0
0.15,0.354023682919005,0.557154421434099,0.0238996119157662,0,0
0.16,-0.0750959327403949,0.664452692929647,0.0300076474875849,0,0
0.17,-0.600767461923159,0.724506447382148,0.0369524431891439,0,0
0.18,-1.23371889502077,0.724506447382148,0.0441975076629654,0,0
0.19,-1.69502248185463,0.87363046856412,0.0521881922426967,0,0
0.2,-2.47816578043303,0.958195485144855,0.0613473220112416,0,0
0.21,-2.61762965552234,1.00671089647132,0.0711718539193225,0,0
0.22,-3.0038373096158,1.00671089647132,0.0812389628840357,0,0
0.23,-3.08966123274768,1.1503406510121,0.0920242206214527,0,0
0.24,-3.54023682919005,1.21089882952875,0.103830418024157,0,0
0.25,-3.36858898292629,1.2638640382462,0.116204232363032,0,0
0.26,-3.54023682919005,1.22069981391193,0.128627051623822,0,0
0.27,-3.82989256976014,1.235255490245,0.140906828144607,0,0
0.28,-4.24828419502805,1.2918391881978,0.153542301536821,0,0
0.29,-4.10882031993875,1.3504654309948,0.166753824632784,0,0
0.3,-3.99081242563241,1.37234727060547,0.180367888140785,0,0
0.31,-4.75249974342785,1.38531047842499,0.194156176885938,0,0
0.32,-4.40920405090033,1.44013663024815,0.208283412429303,0,0
0.33,-4.999243522432,1.39815350091822,0.222474863085135,0,0
0.34,-5.08506744556388,1.45249495843473,0.2367281053819,0,0
0.35,-5.13870739752131,1.53233880313185,0.251652274189733,0,0
0.36,-4.90269160890864,1.59707066856574,0.267299321548221,0,0
0.37,-4.87050763773418,1.52062951342126,0.282887822458156,0,0
0.38,-5.70729088827001,1.58959197911367,0.29843892992083,0,0
